MUNICIPIO,MUNIC,POPULACAO,TOTAL_PER_CAPITA,COD_IBGE_SMALL,COD_IBGE,UF,TOTAL
CAXIAS,CAXIAS-MA,147416,2.2604106067,210300,2103000,MA,333220.69
CAXIAS DO SUL,CAXIAS DO SUL-RS,405858,1.0269508794,430510,4305108,RS,416796.23
CAXINGÓ,CAXINGÓ-PI,5169,0.2901915264,220265,2202653,PI,1500
CEARÁ-MIRIM,CEARÁ-MIRIM-RN,67416,1.4684349413,240260,2402600,RN,98996.01
CEDRAL,CEDRAL-MA,10127,0.0987459267,210310,2103109,MA,1000
CEDRAL,CEDRAL-SP,8119,1.2144352753,351130,3511300,SP,9860
CEDRO,CEDRO-CE,25469,4.1334563587,230380,2303808,CE,105275
CEDRO,CEDRO-PE,10678,7.5716426297,260430,2604304,PE,80850
CEDRO DO ABAETÉ,CEDRO DO ABAETÉ-MG,1228,9.0496742671,311560,3115607,MG,11113
CELSO RAMOS,CELSO RAMOS-SC,2734,24.6513423555,420415,4204152,SC,67396.77
CENTENÁRIO,CENTENÁRIO-RS,3105,3.8348115942,430511,4305116,RS,11907.09
CENTENÁRIO,CENTENÁRIO-TO,2457,7.1463166463,170410,1704105,TO,17558.5
CENTENÁRIO DO SUL,CENTENÁRIO DO SUL-PR,11515,1.1551888841,410510,4105102,PR,13302
CENTRAL DE MINAS,CENTRAL DE MINAS-MG,6801,1.1173724452,311570,3115706,MG,7599.25
CENTRALINA,CENTRALINA-MG,10536,11.7674876614,311580,3115805,MG,123982.25
CENTRO NOVO DO MARANHÃO,CENTRO NOVO DO MARANHÃO-MA,15577,0.2567888554,210317,2103174,MA,4000
CEREJEIRAS,CEREJEIRAS-RO,16784,3.558832817,110005,1100056,RO,59731.45
CERES,CERES-GO,19114,5.0931254578,520540,5205406,GO,97350
CERQUEIRA CÉSAR,CERQUEIRA CÉSAR-SP,17147,0.5299177699,351140,3511409,SP,9086.5
CERQUILHO,CERQUILHO-SP,37419,1.2879152302,351150,3511508,SP,48192.5
CERRITO,CERRITO-RS,6788,1.540814673,430512,4305124,RS,10459.05
CERRO AZUL,CERRO AZUL-PR,18460,2.3412784399,410520,4105201,PR,43220
CERRO CORÁ,CERRO CORÁ-RN,11207,1.8301061836,240270,2402709,RN,20510
CERRO GRANDE,CERRO GRANDE-RS,2656,6.5549698795,430515,4305157,RS,17410
CERRO GRANDE DO SUL,CERRO GRANDE DO SUL-RS,9714,0.7804200124,430517,4305173,RS,7581
CERRO LARGO,CERRO LARGO-RS,12853,4.4635493659,430520,4305207,RS,57370
CERRO NEGRO,CERRO NEGRO-SC,4053,13.0725684678,420417,4204178,SC,52983.12
CESÁRIO LANGE,CESÁRIO LANGE-SP,14795,1.2434606286,351160,3511607,SP,18397
CEZARINA,CEZARINA-GO,7715,7.5865690214,520545,5205455,GO,58530.38
CHÃ DE ALEGRIA,CHÃ DE ALEGRIA-PE,12094,0.2643872995,260440,2604403,PE,3197.5
CHÃ GRANDE,CHÃ GRANDE-PE,17984,0.4320507117,260450,2604502,PE,7770
CHÃ PRETA,CHÃ PRETA-AL,7143,9.7662046759,270190,2701902,AL,69760
CHÁCARA,CHÁCARA-MG,2728,6.5615835777,311590,3115904,MG,17900
CHAPADA,CHAPADA-RS,9687,8.8458542376,430530,4305306,RS,85689.79
CHAPADA DA NATIVIDADE,CHAPADA DA NATIVIDADE-TO,3791,0.7781587972,170510,1705102,TO,2950
CHAPADA DE AREIA,CHAPADA DE AREIA-TO,1274,20.9572527473,170460,1704600,TO,26699.54
CHAPADA DO NORTE,CHAPADA DO NORTE-MG,15963,3.0508049865,311610,3116100,MG,48700
CHAPADA DOS GUIMARÃES,CHAPADA DOS GUIMARÃES-MT,17978,0.0207753921,510300,5103007,MT,373.5
CHAPADA GAÚCHA,CHAPADA GAÚCHA-MG,10995,3.0037080491,311615,3116159,MG,33025.77
CHAPADÃO DO CÉU,CHAPADÃO DO CÉU-GO,5673,1.3824255244,520547,5205471,GO,7842.5
CHAPADÃO DO LAGEADO,CHAPADÃO DO LAGEADO-SC,2854,37.9593552908,420419,4204194,SC,108336
CHAPADÃO DO SUL,CHAPADÃO DO SUL-MS,16781,1.4167808831,500295,5002951,MS,23775
CHAPADINHA,CHAPADINHA-MA,69734,0.7564545272,210320,2103208,MA,52750.6
CHAPECÓ,CHAPECÓ-SC,171789,2.1974980936,420420,4204202,SC,377506
CHARQUEADA,CHARQUEADA-SP,15213,0.3464070203,351170,3511706,SP,5269.89
CHARQUEADAS,CHARQUEADAS-RS,35507,8.8326110344,430535,4305355,RS,313619.52
CHAVAL,CHAVAL-CE,12609,3.4266841145,230390,2303907,CE,43207.06
CHAVANTES,CHAVANTES-SP,12652,0.8663468226,355720,3557204,SP,10961.02
CHAVES,CHAVES-PA,20228,0.9313822424,150250,1502509,PA,18840
CHIADOR,CHIADOR-MG,2975,3.5105882353,311620,3116209,MG,10444
CHIAPETTA,CHIAPETTA-RS,4134,0.9675858732,430540,4305405,RS,4000
CHOPINZINHO,CHOPINZINHO-PR,19628,4.9212859181,410540,4105409,PR,96595
CHORÓ,CHORÓ-CE,13316,1.9018316311,230393,2303931,CE,25324.79
CHORROCHÓ,CHORROCHÓ-BA,10952,0.1977720964,290770,2907707,BA,2166
CHUÍ,CHUÍ-RS,5470,10.1713893967,430543,4305439,RS,55637.5
CHUPINGUAIA,CHUPINGUAIA-RO,7633,4.6928822219,110092,1100924,RO,35820.77
CHUVISCA,CHUVISCA-RS,5102,9.0909094473,430544,4305447,RS,46381.82
CIANORTE,CIANORTE-PR,67637,4.7171666396,410550,4105508,PR,319055
CÍCERO DANTAS,CÍCERO DANTAS-BA,31774,1.9864448921,290780,2907806,BA,63117.3
CIDADE OCIDENTAL,CIDADE OCIDENTAL-GO,51303,1.1630021636,520549,5205497,GO,59665.5
CIDREIRA,CIDREIRA-RS,11615,9.7813172622,430545,4305454,RS,113610
CIPÓ,CIPÓ-BA,15634,4.7417807343,290790,2907905,BA,74133
CIPOTÂNEA,CIPOTÂNEA-MG,6770,4.5035007386,311630,3116308,MG,30488.7
CIRÍACO,CIRÍACO-RS,5046,4.9219183512,430550,4305504,RS,24836
CLARAVAL,CLARAVAL-MG,4437,2.974649538,311640,3116407,MG,13198.52
CLARO DOS POÇÕES,CLARO DOS POÇÕES-MG,8377,2.233377104,311650,3116506,MG,18709
CLÁUDIA,CLÁUDIA-MT,11032,0.3847897027,510305,5103056,MT,4245
CLÁUDIO,CLÁUDIO-MG,25640,2.7567827613,311660,3116605,MG,70683.91
CLEVELÂNDIA,CLEVELÂNDIA-PR,18041,0.1782772574,410570,4105706,PR,3216.3
COARACI,COARACI-BA,22812,0.2901981413,290800,2908002,BA,6620
COARI,COARI-AM,67055,0.4205502945,130120,1301209,AM,28200
COCAL,COCAL-PI,26956,2.1883810654,220270,2202703,PI,58990
COCAL DE TELHA,COCAL DE TELHA-PI,4652,3.6105975924,220271,2202711,PI,16796.5
COCAL DO SUL,COCAL DO SUL-SC,15101,0.8865306933,420425,4204251,SC,13387.5
COCAL DOS ALVES,COCAL DOS ALVES-PI,5495,12.3497306642,220272,2202729,PI,67861.77
COCALZINHO DE GOIÁS,COCALZINHO DE GOIÁS-GO,15246,2.9203535354,520551,5205513,GO,44523.71
COCOS,COCOS-BA,17908,4.1964485146,290810,2908101,BA,75150
CODAJÁS,CODAJÁS-AM,16418,1.8635692533,130130,1301308,AM,30596.08
CODÓ,CODÓ-MA,113768,2.7755700197,210330,2103307,MA,315771.05
COELHO NETO,COELHO NETO-MA,45343,4.4355221313,210340,2103406,MA,201119.88
COIMBRA,COIMBRA-MG,7151,8.6868382044,311670,3116704,MG,62119.58
COITÉ DO NÓIA,COITÉ DO NÓIA-AL,11217,20.0782481947,270200,2702009,AL,225217.71
COIVARAS,COIVARAS-PI,3907,28.9938930125,220273,2202737,PI,113279.14
COLATINA,COLATINA-ES,110713,0.4093466892,320150,3201506,ES,45320
COLÍDER,COLÍDER-MT,31744,5.5353200605,510320,5103205,MT,175713.2
COLINA,COLINA-SP,17659,0.8896313495,351200,3512001,SP,15710
COLINAS,COLINAS-MA,36725,0.6666031314,210350,2103505,MA,24481
COLINAS DO SUL,COLINAS DO SUL-GO,3999,0.5801450363,520552,5205521,GO,2320
COLMÉIA,COLMÉIA-TO,9005,6.0577456968,171670,1716703,TO,54550
COLNIZA,COLNIZA-MT,29636,0.3127277635,510325,5103254,MT,9268
COLÔMBIA,COLÔMBIA-SP,6314,1.0294583465,351210,3512100,SP,6500
COLOMBO,COLOMBO-PR,241505,0.6505289746,410580,4105805,PR,157106
COLÔNIA DO GURGUÉIA,COLÔNIA DO GURGUÉIA-PI,5865,23.6794543905,220275,2202752,PI,138880
COLÔNIA DO PIAUÍ,COLÔNIA DO PIAUÍ-PI,7882,1.0466886577,220277,2202778,PI,8250
COLÔNIA LEOPOLDINA,COLÔNIA LEOPOLDINA-AL,19946,4.3641832949,270210,2702108,AL,87048
COLORADO,COLORADO-PR,21729,1.8070320769,410590,4105904,PR,39265
COLORADO,COLORADO-RS,3803,25.2432290297,430560,4305603,RS,96000
COLORADO DO OESTE,COLORADO DO OESTE-RO,18216,4.3006697409,110006,1100064,RO,78341
COLUNA,COLUNA-MG,9559,3.4456459881,311680,3116803,MG,32936.93
COMBINADO,COMBINADO-TO,5023,4.9162850886,170555,1705557,TO,24694.5
COMENDADOR GOMES,COMENDADOR GOMES-MG,3217,57.2020516009,311690,3116902,MG,184019
COMERCINHO,COMERCINHO-MG,8790,3.5182025028,311700,3117009,MG,30925
COMODORO,COMODORO-MT,18623,0.7093379155,510330,5103304,MT,13210
CONCEIÇÃO,CONCEIÇÃO-PB,17997,2.6348519198,250440,2504405,PB,47419.43
CONCEIÇÃO DA APARECIDA,CONCEIÇÃO DA APARECIDA-MG,10649,2.8357263593,311710,3117108,MG,30197.65
CONCEIÇÃO DA BARRA,CONCEIÇÃO DA BARRA-ES,27029,0.7880424729,320160,3201605,ES,21300
CONCEIÇÃO DA BARRA DE MINAS,CONCEIÇÃO DA BARRA DE MINAS-MG,4075,0.1153128834,311520,3115201,MG,469.9
CONCEIÇÃO DA FEIRA,CONCEIÇÃO DA FEIRA-BA,19891,1.0063093862,290820,2908200,BA,20016.5
CONCEIÇÃO DAS ALAGOAS,CONCEIÇÃO DAS ALAGOAS-MG,21510,2.8535564854,311730,3117306,MG,61380
CONCEIÇÃO DAS PEDRAS,CONCEIÇÃO DAS PEDRAS-MG,2813,12.0892285816,311720,3117207,MG,34007
CONCEIÇÃO DE IPANEMA,CONCEIÇÃO DE IPANEMA-MG,4536,2.203042328,311740,3117405,MG,9993
CONCEIÇÃO DE MACABU,CONCEIÇÃO DE MACABU-RJ,20505,0.9925871739,330140,3301405,RJ,20353
CONCEIÇÃO DO ALMEIDA,CONCEIÇÃO DO ALMEIDA-BA,18076,2.0912375526,290830,2908309,BA,37801.21
CONCEIÇÃO DO ARAGUAIA,CONCEIÇÃO DO ARAGUAIA-PA,46916,5.6004007162,150270,1502707,PA,262748.4
CONCEIÇÃO DO CANINDÉ,CONCEIÇÃO DO CANINDÉ-PI,5064,27.7444707741,220280,2202802,PI,140498
CONCEIÇÃO DO CASTELO,CONCEIÇÃO DO CASTELO-ES,11773,0.3227724454,320170,3201704,ES,3800
CONCEIÇÃO DO COITÉ,CONCEIÇÃO DO COITÉ-BA,63318,0.9685397517,290840,2908408,BA,61326
CONCEIÇÃO DO JACUÍPE,CONCEIÇÃO DO JACUÍPE-BA,28552,0.4623143738,290850,2908507,BA,13200
CONCEIÇÃO DO LAGO-AÇU,CONCEIÇÃO DO LAGO-AÇU-MA,14535,0.1651186791,210355,2103554,MA,2400
CONCEIÇÃO DO MATO DENTRO,CONCEIÇÃO DO MATO DENTRO-MG,18558,2.4377626899,311750,3117504,MG,45240
CONCEIÇÃO DO RIO VERDE,CONCEIÇÃO DO RIO VERDE-MG,13164,0.9021649954,311770,3117702,MG,11876.1
CONCEIÇÃO DO TOCANTINS,CONCEIÇÃO DO TOCANTINS-TO,4529,6.5542945463,170560,1705607,TO,29684.4
CONCEIÇÃO DOS OUROS,CONCEIÇÃO DOS OUROS-MG,10697,2.5966158736,311780,3117801,MG,27776
CONCHAL,CONCHAL-SP,24336,0.5424063116,351220,3512209,SP,13200
CONCHAS,CONCHAS-SP,16160,4.3174170792,351230,3512308,SP,69769.46
CONCÓRDIA,CONCÓRDIA-SC,69766,2.4507196915,420430,4204301,SC,170976.91
CONCÓRDIA DO PARÁ,CONCÓRDIA DO PARÁ-PA,22148,6.2261016796,150275,1502756,PA,137895.7
CONDADO,CONDADO-PB,6890,2.4976995646,250450,2504504,PB,17209.15
CONDADO,CONDADO-PE,24180,1.294292804,260460,2604601,PE,31296
CONDE,CONDE-BA,22929,1.3044223472,290860,2908606,BA,29909.1
CONDE,CONDE-PB,20452,3.7679449443,250460,2504603,PB,77062.01
CONDEÚBA,CONDEÚBA-BA,17000,1.3554529412,290870,2908705,BA,23042.7
CONDOR,CONDOR-RS,6843,0.1022943154,430570,4305702,RS,700
CÔNEGO MARINHO,CÔNEGO MARINHO-MG,6449,5.7833958753,311783,3117836,MG,37297.12
CONFINS,CONFINS-MG,5966,0.5279919544,311787,3117876,MG,3150
CONFRESA,CONFRESA-MT,22180,6.3085631199,510335,5103353,MT,139923.93
CONGO,CONGO-PB,4903,5.8433612074,250470,2504702,PB,28650
CONGONHAL,CONGONHAL-MG,10127,1.5237167967,311790,3117900,MG,15430.68
CONGONHAS,CONGONHAS-MG,48066,3.5090188491,311800,3118007,MG,168664.5
CONGONHAS DO NORTE,CONGONHAS DO NORTE-MG,5299,0.2264578222,311810,3118106,MG,1200
CONGONHINHAS,CONGONHINHAS-PR,8931,0.1413839436,410600,4106001,PR,1262.7
CONQUISTA,CONQUISTA-MG,6851,4.5794774485,311820,3118205,MG,31374
CONQUISTA D'OESTE,CONQUISTA D'OESTE-MT,3226,24.7923124613,510336,5103361,MT,79980
CONSELHEIRO LAFAIETE,CONSELHEIRO LAFAIETE-MG,113576,0.6928664507,311830,3118304,MG,78693
CONSELHEIRO MAIRINCK,CONSELHEIRO MAIRINCK-PR,3681,4.0116218419,410610,4106100,PR,14766.78
CONSELHEIRO PENA,CONSELHEIRO PENA-MG,22482,0.4165554666,311840,3118403,MG,9365
CONSOLAÇÃO,CONSOLAÇÃO-MG,1747,3.5151116199,311850,3118502,MG,6140.9
CONSTANTINA,CONSTANTINA-RS,10165,4.3685194294,430580,4305801,RS,44406
CONTAGEM,CONTAGEM-MG,607749,2.2880932424,311860,3118601,MG,1390586.38
CONTENDA,CONTENDA-PR,15509,1.3185892063,410620,4106209,PR,20450
CONTENDAS DO SINCORÁ,CONTENDAS DO SINCORÁ-BA,3924,0.9174311927,290880,2908804,BA,3600
COQUEIRAL,COQUEIRAL-MG,9743,0.4823976188,311870,3118700,MG,4700
COQUEIRO BAIXO,COQUEIRO BAIXO-RS,1610,8.2801242236,430583,4305835,RS,13331
COQUEIRO SECO,COQUEIRO SECO-AL,5493,3.8650282177,270220,2702207,AL,21230.6
COQUEIROS DO SUL,COQUEIROS DO SUL-RS,3285,11.2234398782,430585,4305850,RS,36869
CORAÇÃO DE JESUS,CORAÇÃO DE JESUS-MG,27003,0.2033107433,311880,3118809,MG,5490
CORAÇÃO DE MARIA,CORAÇÃO DE MARIA-BA,23797,2.0916451654,290890,2908903,BA,49774.88
CORBÉLIA,CORBÉLIA-PR,15858,4.3186845756,410630,4106308,PR,68485.7
CORDEIRO,CORDEIRO-RJ,19797,1.6361064808,330150,3301504,RJ,32390
CORDEIRÓPOLIS,CORDEIRÓPOLIS-SP,20445,0.6227439472,351240,3512407,SP,12732
CORDEIROS,CORDEIROS-BA,8826,2.6028506685,290900,2909000,BA,22972.76
CORDILHEIRA ALTA,CORDILHEIRA ALTA-SC,3493,13.4554823934,420435,4204350,SC,47000
CORDISBURGO,CORDISBURGO-MG,9385,0.0335641982,311890,3118908,MG,315
CORDISLÂNDIA,CORDISLÂNDIA-MG,3710,0.4347708895,311900,3119005,MG,1613
COREAÚ,COREAÚ-CE,22024,5.5489897385,230400,2304004,CE,122210.95
COREMAS,COREMAS-PB,15668,1.4877329589,250480,2504801,PB,23309.8
CORGUINHO,CORGUINHO-MS,4301,2.3924668682,500310,5003108,MS,10290
CORIBE,CORIBE-BA,14931,8.6511285245,290910,2909109,BA,129170
CORINTO,CORINTO-MG,23206,0.3921399638,311910,3119104,MG,9100
CORNÉLIO PROCÓPIO,CORNÉLIO PROCÓPIO-PR,48427,0.4668883061,410640,4106407,PR,22610
COROACI,COROACI-MG,11109,6.8944639482,311920,3119203,MG,76590.6
COROADOS,COROADOS-SP,5177,1.9051574271,351250,3512506,SP,9863
COROATÁ,COROATÁ-MA,62442,0.3119695077,210360,2103604,MA,19480
COROMANDEL,COROMANDEL-MG,28240,3.8624128895,311930,3119302,MG,109074.54
CORONEL BARROS,CORONEL BARROS-RS,2518,12.1469420175,430587,4305871,RS,30586
CORONEL BICACO,CORONEL BICACO-RS,8021,0.0249345468,430590,4305900,RS,200
CORONEL DOMINGOS SOARES,CORONEL DOMINGOS SOARES-PR,7790,3.8510911425,410645,4106456,PR,30000
CORONEL EZEQUIEL,CORONEL EZEQUIEL-RN,5404,3.0342709104,240280,2402808,RN,16397.2
CORONEL FABRICIANO,CORONEL FABRICIANO-MG,104415,0.9279892736,311940,3119401,MG,96896
CORONEL FREITAS,CORONEL FREITAS-SC,10530,2.7730294397,420440,4204400,SC,29200
CORONEL JOÃO PESSOA,CORONEL JOÃO PESSOA-RN,4970,1.0623742455,240290,2402907,RN,5280
CORONEL JOÃO SÁ,CORONEL JOÃO SÁ-BA,18540,0.6823085221,290920,2909208,BA,12650
CORONEL JOSÉ DIAS,CORONEL JOSÉ DIAS-PI,4481,6.2932381165,220285,2202851,PI,28200
CORONEL MACEDO,CORONEL MACEDO-SP,5370,2.0391061453,351260,3512605,SP,10950
CORONEL MARTINS,CORONEL MARTINS-SC,2567,11.8815738216,420445,4204459,SC,30500
CORONEL MURTA,CORONEL MURTA-MG,9404,1.1404721395,311950,3119500,MG,10725
CORONEL PACHECO,CORONEL PACHECO-MG,2473,4.0517589972,311960,3119609,MG,10020
CORONEL PILAR,CORONEL PILAR-RS,1668,10.0959232614,430593,4305934,RS,16840
CORONEL SAPUCAIA,CORONEL SAPUCAIA-MS,14416,3.589345172,500315,5003157,MS,51744
CORONEL VIVIDA,CORONEL VIVIDA-PR,21985,0.3456902433,410650,4106506,PR,7600
CÓRREGO DANTA,CÓRREGO DANTA-MG,3496,0.4204805492,311980,3119807,MG,1470
CÓRREGO FUNDO,CÓRREGO FUNDO-MG,5873,0.1362165844,311995,3119955,MG,800
CÓRREGO NOVO,CÓRREGO NOVO-MG,3188,11.7855771644,312000,3120003,MG,37572.42
CORREIA PINTO,CORREIA PINTO-SC,15058,1.8498897596,420455,4204558,SC,27855.64
CORRENTE,CORRENTE-PI,25223,7.9993973754,220290,2202901,PI,201768.8
CORRENTES,CORRENTES-PE,16733,0.057554533,260470,2604700,PE,963.06
CORRENTINA,CORRENTINA-BA,32784,4.5889333211,290930,2909307,BA,150443.59
CORTÊS,CORTÊS-PE,11812,1.6931933627,260480,2604809,PE,20000
CORUMBÁ,CORUMBÁ-MS,99196,0.1310176822,500320,5003207,MS,12996.43
CORUMBÁ DE GOIÁS,CORUMBÁ DE GOIÁS-GO,9408,3.2829613095,520580,5205802,GO,30886.1
CORUMBATAÍ,CORUMBATAÍ-SP,4109,0.2129958627,351270,3512704,SP,875.2
CORUMBATAÍ DO SUL,CORUMBATAÍ DO SUL-PR,4291,26.6187695176,410655,4106555,PR,114221.14
CORUMBIARA,CORUMBIARA-RO,9761,2.7656633542,110007,1100072,RO,26995.64
CORUPÁ,CORUPÁ-SC,13248,2.1890096618,420450,4204509,SC,29000
CORURIPE,CORURIPE-AL,52584,2.7972196866,270230,2702306,AL,147089
COSMÓPOLIS,COSMÓPOLIS-SP,57951,0.2844126935,351280,3512803,SP,16482
COSTA MARQUES,COSTA MARQUES-RO,13973,1.2734559508,110008,1100080,RO,17794
COSTA RICA,COSTA RICA-MS,18884,29.2251800466,500325,5003256,MS,551888.3
COTIA,COTIA-SP,179109,1.4798792914,351300,3513009,SP,265059.7
COTIPORÃ,COTIPORÃ-RS,4817,2.0012455885,430595,4305959,RS,9640
COTRIGUAÇU,COTRIGUAÇU-MT,14406,0.0102040816,510337,5103379,MT,147
COUTO DE MAGALHÃES,COUTO DE MAGALHÃES-TO,5035,8.2184707051,170600,1706001,TO,41380
COUTO DE MAGALHÃES DE MINAS,COUTO DE MAGALHÃES DE MINAS-MG,4512,2.1609042553,312010,3120102,MG,9750
COXILHA,COXILHA-RS,2998,6.2041360907,430597,4305975,RS,18600
COXIM,COXIM-MS,32767,0.0877101962,500330,5003306,MS,2874
COXIXOLA,COXIXOLA-PB,1752,7.5599315068,250485,2504850,PB,13245
CRAÍBAS,CRAÍBAS-AL,23079,7.4451930326,270235,2702355,AL,171827.61
CRATEÚS,CRATEÚS-CE,74904,0.6924618178,230410,2304103,CE,51868.16
CRATO,CRATO-CE,115724,4.9444972521,230420,2304202,CE,572197
CRAVINHOS,CRAVINHOS-SP,30647,0.9834567821,351310,3513108,SP,30140
CRAVOLÂNDIA,CRAVOLÂNDIA-BA,5651,6.3044593877,290950,2909505,BA,35626.5
CRICIÚMA,CRICIÚMA-SC,187018,0.3001101498,420460,4204608,SC,56126
CRISÓLITA,CRISÓLITA-MG,5885,5.71857774,312015,3120151,MG,33653.83
CRISÓPOLIS,CRISÓPOLIS-BA,20179,0.3131473314,290960,2909604,BA,6319
CRISSIUMAL,CRISSIUMAL-RS,15116,3.2032945224,430600,4306007,RS,48421
CRISTAIS PAULISTA,CRISTAIS PAULISTA-SP,7362,10.5024096713,351320,3513207,SP,77318.7400000001
CRISTAL,CRISTAL-RS,7328,0.7720332969,430605,4306056,RS,5657.46
CRISTAL DO SUL,CRISTAL DO SUL-RS,3081,6.9198312236,430607,4306072,RS,21320
CRISTALÂNDIA,CRISTALÂNDIA-TO,6698,4.1013735443,170610,1706100,TO,27471
CRISTALÂNDIA DO PIAUÍ,CRISTALÂNDIA DO PIAUÍ-PI,8026,4.825404934,220300,2203008,PI,38728.7
CRISTALINA,CRISTALINA-GO,38125,0.169704918,520620,5206206,GO,6470
CRISTIANO OTONI,CRISTIANO OTONI-MG,5031,0.7217710197,312040,3120409,MG,3631.23
CRISTINA,CRISTINA-MG,11381,0.8786574115,312050,3120508,MG,10000
CRISTINÁPOLIS,CRISTINÁPOLIS-SE,16365,3.6008554843,280170,2801702,SE,58928
CRISTINO CASTRO,CRISTINO CASTRO-PI,9791,3.8259626187,220310,2203107,PI,37460
CRISTÓPOLIS,CRISTÓPOLIS-BA,14140,0.2828854314,290970,2909703,BA,4000
CRIXÁS,CRIXÁS-GO,14986,2.3595355665,520640,5206404,GO,35359.9999999999
CRIXÁS DO TOCANTINS,CRIXÁS DO TOCANTINS-TO,1299,6.1585835258,170625,1706258,TO,8000
CROATÁ,CROATÁ-CE,18057,9.1222240682,230423,2304236,CE,164720
CROMÍNIA,CROMÍNIA-GO,3725,2.7946308725,520650,5206503,GO,10410
CRUCILÂNDIA,CRUCILÂNDIA-MG,4752,1.8461132155,312060,3120607,MG,8772.73
CRUZ,CRUZ-CE,23208,0.0193898656,230425,2304251,CE,450
CRUZ ALTA,CRUZ ALTA-RS,64762,1.8702436614,430610,4306106,RS,121120.72
CRUZ DAS ALMAS,CRUZ DAS ALMAS-BA,56766,2.1441989924,290980,2909802,BA,121717.6
CRUZ DO ESPÍRITO SANTO,CRUZ DO ESPÍRITO SANTO-PB,15702,0.0821551395,250490,2504900,PB,1290
CRUZ MACHADO,CRUZ MACHADO-PR,19011,0.8754810373,410680,4106803,PR,16643.77
CRUZÁLIA,CRUZÁLIA-SP,2382,0.0314861461,351330,3513306,SP,75
CRUZALTENSE,CRUZALTENSE-RS,2294,0.922842197,430613,4306130,RS,2117
CRUZEIRO,CRUZEIRO-SP,79418,0.5263290438,351340,3513405,SP,41800
CRUZEIRO DO IGUAÇU,CRUZEIRO DO IGUAÇU-PR,4244,15.1095664467,410657,4106571,PR,64125
CRUZEIRO DO OESTE,CRUZEIRO DO OESTE-PR,20814,0.0466032478,410660,4106605,PR,970
CRUZEIRO DO SUL,CRUZEIRO DO SUL-AC,76392,0.9163263169,120020,1200203,AC,70000
CRUZEIRO DO SUL,CRUZEIRO DO SUL-PR,4595,2.2366376496,410670,4106704,PR,10277.35
CRUZEIRO DO SUL,CRUZEIRO DO SUL-RS,12661,0.0197456757,430620,4306205,RS,250
CRUZETA,CRUZETA-RN,8046,7.7225950783,240300,2403004,RN,62136
CRUZÍLIA,CRUZÍLIA-MG,15236,0.6718495668,312080,3120805,MG,10236.3
CRUZMALTINA,CRUZMALTINA-PR,3161,12.4865548877,410685,4106852,PR,39470
CUBATÃO,CUBATÃO-SP,127702,1.2231741868,351350,3513504,SP,156201.79
CUBATI,CUBATI-PB,6537,5.8490133089,250500,2505006,PB,38235
CUIABÁ,CUIABÁ-MT,544737,4.3861026881,510340,5103403,MT,2389272.42
CUITÉ,CUITÉ-PB,20768,4.7439271957,250510,2505105,PB,98521.88
CUITÉ DE MAMANGUAPE,CUITÉ DE MAMANGUAPE-PB,6685,1.6978309648,250523,2505238,PB,11350
CUITEGI,CUITEGI-PB,7250,4.0445324138,250520,2505204,PB,29322.86
CUJUBIM,CUJUBIM-RO,14122,3.8627991786,110094,1100940,RO,54550.45
CUMARI,CUMARI-GO,3143,1.9540248171,520660,5206602,GO,6141.5
CUMARU,CUMARU-PE,15099,2.4390356977,260490,2604908,PE,36827
CUMARU DO NORTE,CUMARU DO NORTE-PA,11348,7.2525907649,150276,1502764,PA,82302.4
CUMBE,CUMBE-SE,3852,5.6552180685,280190,2801900,SE,21783.9
CUNHA,CUNHA-SP,23694,2.8398159872,351360,3513603,SP,67286.6
CUNHA PORÃ,CUNHA PORÃ-SC,11009,6.495412844,420470,4204707,SC,71508
CUNHATAÍ,CUNHATAÍ-SC,1938,41.5892672859,420475,4204756,SC,80600
CUPARAQUE,CUPARAQUE-MG,4547,2.1992522542,312083,3120839,MG,10000
CUPIRA,CUPIRA-PE,22764,1.246090318,260500,2605004,PE,28366
CURAÇÁ,CURAÇÁ-BA,33929,0.5514456659,290990,2909901,BA,18710
CURIMATÁ,CURIMATÁ-PI,10658,9.3299868643,220320,2203206,PI,99439
CURITIBA,CURITIBA-PR,1828092,2.3158665647,410690,4106902,PR,4233617.14
CURITIBANOS,CURITIBANOS-SC,38799,0.9932085879,420480,4204806,SC,38535.5
CURIÚVA,CURIÚVA-PR,15013,0.1532005595,410700,4107009,PR,2300
CURRAIS,CURRAIS-PI,4669,8.5453523238,220323,2203230,PI,39898.25
CURRAIS NOVOS,CURRAIS NOVOS-RN,43315,0.8693985917,240310,2403103,RN,37658
CURRAL DE DENTRO,CURRAL DE DENTRO-MG,7251,6.8317128672,312087,3120870,MG,49536.75
CURRAL NOVO DO PIAUÍ,CURRAL NOVO DO PIAUÍ-PI,5040,0.8035714286,220327,2203271,PI,4050
CURRAL VELHO,CURRAL VELHO-PB,2858,1.9419174248,250530,2505303,PB,5550
CURRALINHO,CURRALINHO-PA,26864,0.0525610482,150280,1502806,PA,1412
CURRALINHOS,CURRALINHOS-PI,4189,64.5063499642,220325,2203255,PI,270217.1
CURUÁ,CURUÁ-PA,12644,0.3514710535,150285,1502855,PA,4444
CURUÇÁ,CURUÇÁ-PA,35790,1.4299385303,150290,1502905,PA,51177.5
CURVELÂNDIA,CURVELÂNDIA-MT,4994,0.7008410092,510343,5103437,MT,3500
